"Cliente","Strumento","Moneta","Saldo","NumeroValore","Nome","PrezzoMedio","PrezzoMercato","ValorePosizione","ValoreMonetaRiferimento","Evoluzione","Ordine","Categoria","ValoreMercatoMonetaCHF","ValoreMercatoMonetaEUR","ValoreMercatoMonetaUSD","ID_AAA","ID_strumento","ID_transazione","Ticker_indice_per_BETA","Valuta","VariazioneFX"
"pippo8","O      ","EUR",1e+05,"XS0423888824","20120414 - 4.875% Zurich 14-04-12",100.8,104.18,104180,104180,0.0335317460317461,"D ","Obbligazioni e simili          ",139031.5427182,104180,145445.698,1181,2,NA,NA,NA,NA
"pippo10","O      ","AUD",5e+05,"11353817","20120607 - 5.375% Resau Ferre De France 07-06-12",99.812,99.72,498600,469653.208596,-0.00092173285777264,"D ","Obbligazioni e simili          ",469653.208596,351923.529833106,491320.44,1429,2,NA,NA,NA,NA
"pippo10","O      ","AUD",7e+05,"11426966","20130624 - 5.75% National Australia Bank 24-06-13",99.729,99.17,694190,653888.0081734,-0.00560519006507632,"D ","Obbligazioni e simili          ",653888.0081734,489975.521810759,684054.826,1430,2,NA,NA,NA,NA
"pippo10","O      ","EUR",7000,"2490099","20201231 - 0% CB-Accent Lux Sicav - Fixed Income EUR 31-12-20",11450,11487,804090,1073083.8278391,0.00323144104803497,"D ","Obbligazioni e simili          ",1073083.8278391,804090,1122590.049,825,2,NA,NA,NA,NA
"pippo11","O      ","EUR",950,"2490099","20201231 - 0% CB-Accent Lux Sicav - Fixed Income EUR 31-12-20",11333,11487,109126.5,145632.805206735,0.0135886349598517,"D ","Obbligazioni e simili          ",145632.805206735,109126.5,152351.50665,825,2,NA,NA,NA,NA
"pippo11","O      ","EUR",20000,"2508004","20111015 - 3.625% EIB 15-10-11",103.2,102.68,20536,27405.94894664,-0.0050387596899224,"D ","Obbligazioni e simili          ",27405.94894664,20536,28670.3096,1119,2,NA,NA,NA,NA
"pippo11","O      ","CHF",30000,"2696115","20111011 - 2.5% Deutsche Bank 11-10-11",99.5,101.85,30555,30555,0.0236180904522614,"D ","Obbligazioni e simili          ",30555,22895.6669671141,31964.6406527880,1166,2,NA,NA,NA,NA
"pippo12","O      ","EUR",12500,"2490099","20201231 - 0% CB-Accent Lux Sicav - Fixed Income EUR 31-12-20",11356,11487,1435875,1916221.12114125,0.0115357520253609,"D ","Obbligazioni e simili          ",1916221.12114125,1435875,2004625.0875,825,2,NA,NA,NA,NA
"pippo13","O      ","CHF",50000,"10086958","20120416 - 2.625% Carrefour 16-04-12",101.2,102.6,51300,51300,0.0138339920948618,"D ","Obbligazioni e simili          ",51300,38440.4423306481,53666.7015378178,1196,2,NA,NA,NA,NA
"pippo13","O      ","CHF",50000,"1718715","20101215 - 2.5% Depfa 15-12-10",98.85,99.47,49735,49735,0.00627212948912503,"D ","Obbligazioni e simili          ",49735,37267.7465753369,52029.5009938278,1075,2,NA,NA,NA,NA
"pippo13","O      ","CHF",90000,"2038710","20110207 - 2% Rabo 07-02-11",101.2,100.65,90585,90585,-0.00543478260869568,"D ","Obbligazioni e simili          ",90585,67877.7284312233,94764.0966628308,1127,2,NA,NA,NA,NA
"pippo13","O      ","CHF",50000,"2402242","20160215 - 2.125% Kreditanstalt für Wiederaufbau 15-02-16",92.25,105.5,52750,52750,0.143631436314363,"D ","Obbligazioni e simili          ",52750,39526.9655544188,55183.5966105241,1081,2,NA,NA,NA,NA
"pippo13","O      ","CHF",50000,"2402949","20110816 - 2% Bayerische Landesbank 16-08-11",96.15,101.18,50590,50590,0.0523140925637025,"D ","Obbligazioni e simili          ",50590,37908.420614181,52923.9460194581,1074,2,NA,NA,NA,NA
"pippo13","O      ","CHF",50000,"2403071","20120221 - 2% Toyota 21-02-12",96.35,101.36,50680,50680,0.0519979242345616,"D ","Obbligazioni e simili          ",50680,37975.8599866909,53018.0981274192,1073,2,NA,NA,NA,NA
"pippo13","O      ","CHF",50000,"3836511","20120323 - 2.5% Roche Holdings 23-03-12",102.5,102.55,51275,51275,0.000487804878048781,"D ","Obbligazioni e simili          ",51275,38421.7091716175,53640.5481744952,1169,2,NA,NA,NA,NA
"pippo13","O      ","CHF",50000,"4823217","20111202 - 3.625% Unilever 02-12-11",104.5,103.4,51700,51700,-0.0105263157894736,"D ","Obbligazioni e simili          ",51700,38740.1728751366,54085.1553509781,1208,2,NA,NA,NA,NA
"pippo14","O      ","EUR",1170,"2490099","20201231 - 0% CB-Accent Lux Sicav - Fixed Income EUR 31-12-20",10539.5294117647,11487,134397.9,134397.9,0.0898968588842006,"D ","Obbligazioni e simili          ",179358.296938821,134397.9,187632.90819,825,2,NA,NA,NA,NA
"pippo15","O      ","EUR",2e+05,"10206935","20111130 - 2.5% E.ON 30-11-11",101.905,101.14,202280,202280,-0.00750699180609393,"D ","Obbligazioni e simili          ",269949.1309372,202280,282403.108,1232,2,NA,NA,NA,NA
"pippo15","O      ","EUR",5e+05,"10519268","20110908 - 1.5% Sweden 08-09-11",100.24,100.57,502850,502850,0.00329209896249005,"D ","Obbligazioni e simili          ",671069.4111715,502850,702028.885,1246,2,NA,NA,NA,NA
"pippo15","O      ","AUD",280000,"11426966","20130624 - 5.75% National Australia Bank 24-06-13",99.3,99.17,277676,195990.208724303,-0.00130916414904325,"D ","Obbligazioni e simili          ",261555.20326936,195990.208724303,273621.9304,1430,2,NA,NA,NA,NA
"pippo15","O      ","EUR",11000,"2490099","20201231 - 0% CB-Accent Lux Sicav - Fixed Income EUR 31-12-20",10126.7272727273,11487,1263570,1263570,0.134325008528287,"D ","Obbligazioni e simili          ",1686274.5866043,1263570,1764070.077,825,2,NA,NA,NA,NA
"pippo15","O      ","EUR",1e+05,"4968838","20120120 - 2.75% HSH Nordbank 20-01-12",99.889,102.01,102010,102010,0.0212335692618808,"D ","Obbligazioni e simili          ",136135.6082999,102010,142416.161,1147,2,NA,NA,NA,NA
"pippo15","O      ","EUR",1e+05,"4972411","20120120 - 3.125% Ned Wat 20-01-12",99.89,102.38,102380,102380,0.0249274201621783,"D ","Obbligazioni e simili          ",136629.3851362,102380,142932.718,1148,2,NA,NA,NA,NA
"pippo16","O      ","EUR",2e+05,"10206935","20111130 - 2.5% E.ON 30-11-11",101.905,101.14,202280,202280,-0.00750699180609393,"D ","Obbligazioni e simili          ",269949.1309372,202280,282403.108,1232,2,NA,NA,NA,NA
"pippo16","O      ","EUR",5e+05,"10519268","20110908 - 1.5% Sweden 08-09-11",100.24,100.57,502850,502850,0.00329209896249005,"D ","Obbligazioni e simili          ",671069.4111715,502850,702028.885,1246,2,NA,NA,NA,NA
"pippo16","O      ","AUD",280000,"11426966","20130624 - 5.75% National Australia Bank 24-06-13",99.3,99.17,277676,195990.208724303,-0.00130916414904325,"D ","Obbligazioni e simili          ",261555.20326936,195990.208724303,273621.9304,1430,2,NA,NA,NA,NA
"pippo16","O      ","EUR",11000,"2490099","20201231 - 0% CB-Accent Lux Sicav - Fixed Income EUR 31-12-20",10126.7272727273,11487,1263570,1263570,0.134325008528287,"D ","Obbligazioni e simili          ",1686274.5866043,1263570,1764070.077,825,2,NA,NA,NA,NA
"pippo16","O      ","EUR",1e+05,"4968838","20120120 - 2.75% HSH Nordbank 20-01-12",99.889,102.01,102010,102010,0.0212335692618808,"D ","Obbligazioni e simili          ",136135.6082999,102010,142416.161,1147,2,NA,NA,NA,NA
"pippo16","O      ","EUR",1e+05,"4972411","20120120 - 3.125% Ned Wat 20-01-12",99.89,102.38,102380,102380,0.0249274201621783,"D ","Obbligazioni e simili          ",136629.3851362,102380,142932.718,1148,2,NA,NA,NA,NA
"pippo20","O      ","EUR",300,"595225euro","20101231 - 0% UBS MM EUR 31-12-10",71791.7966666667,82813,248439,248439,0.153516193284664,"D ","Obbligazioni e simili          ",331549.79306361,248439,346845.6879,469,4,NA,NA,NA,NA
"pippo21","O      ","USD",36,"594601","20101231 - 0% UBS-MMF-USD 31-12-10",147884.421052632,171901,61884.36,61884.36,0.162401007330049,"D ","Obbligazioni e simili          ",59155.259724,44326.5955160805,61884.36,468,4,NA,NA,NA,NA
"pippo21","O      ","EUR",35,"595225euro","20101231 - 0% UBS MM EUR 31-12-10",72276.7142857143,82813,28984.55,40465.330255,0.145777043386825,"D ","Obbligazioni e simili          ",38680.8091907545,28984.55,40465.330255,469,4,NA,NA,NA,NA
"pippo26","O      ","USD",350,"2212362","20201231 - 0% UBS Lux Sicav MM USD 31-12-20",11333,11375,39812.5,38056.76875,0.0037059913526869,"D ","Obbligazioni e simili          ",38056.76875,28516.9400472746,39812.5,1230,2,NA,NA,NA,NA
"pippo26","O      ","EUR",1230,"2490099","20201231 - 0% CB-Accent Lux Sicav - Fixed Income EUR 31-12-20",10142.2439024390,11487,141290.1,188556.158320299,0.132589603493719,"D ","Obbligazioni e simili          ",188556.158320299,141290.1,197255.10861,825,2,NA,NA,NA,NA
"pippo28","O      ","EUR",14450,"2490099","20201231 - 0% CB-Accent Lux Sicav - Fixed Income EUR 31-12-20",10631.8610910839,11487,1659871.5,1659871.5,0.080431723250529,"D ","Obbligazioni e simili          ",2215151.61603928,1659871.5,2317346.60115,825,2,NA,NA,NA,NA
"pippo32","O      ","USD",0.11,"1011039","20201231 - 0% Franklin US Government 31-12-20",949.000000000138,964,1.0604,1.0604,0.0158061116963750,"D ","Obbligazioni e simili          ",1.01363636,0.759544445240312,1.0604,1233,2,NA,NA,NA,NA
"pippo33","O      ","USD",6750.32,"1011039","20201231 - 0% Franklin US Government 31-12-20",911.111733908911,964,65073.0848,65073.0848,0.0580480572499975,"D ","Obbligazioni e simili          ",62203.36176032,46610.6187235871,65073.0848,1233,2,NA,NA,NA,NA
"pippo33","O      ","USD",2684,"1034674","20201231 - 0% Schroder US Dollar Bond 31-12-20",1489.8,1879,50432.36,50432.36,0.261243119881863,"D ","Obbligazioni e simili          ",48208.292924,36123.7447174271,50432.36,1234,2,NA,NA,NA,NA
"pippo33","O      ","USD",94,"1226014","20201231 - 0% Pictet Global Em Debt 31-12-20",21494,27331,25691.14,25691.14,0.271564157439285,"D ","Obbligazioni e simili          ",24558.160726,18402.0772150992,25691.14,1243,2,NA,NA,NA,NA
"pippo33","O      ","USD",17.411,"148374","20201231 - 0% Fortis L-Short Term USD Fund 31-12-20",241979.2,229486,39955.80746,39955.80746,-0.0516292309421637,"D ","Obbligazioni e simili          ",38193.756351014,28619.5884678748,39955.80746,1238,2,NA,NA,NA,NA
"pippo33","O      ","USD",232,"1613957US","20201231 - 0% Ishares USD Corporate Bond 31-12-20",9108,10811.71,25083.1672,25083.1672,0.187056433904260,"D ","Obbligazioni e simili          ",23976.99952648,17966.5978081799,25083.1672,1245,2,NA,NA,NA,NA
"pippo33","O      ","USD",9032,"1640534","20201231 - 0% UBS USD Corporates Fund 31-12-20",1081.69,1387,125273.84,125273.84,0.282252771126663,"D ","Obbligazioni e simili          ",119749.263656,89731.2799942697,125273.84,1237,2,NA,NA,NA,NA
"pippo33","O      ","USD",385,"1884276","20201231 - 0% JPMorgan Global Convertibles 31-12-20",13644.32,13552,52175.2,52175.2,-0.00676618548963959,"D ","Obbligazioni e simili          ",49874.27368,37372.1080151852,52175.2,1235,2,NA,NA,NA,NA
"pippo33","O      ","USD",3789,"2085493","20201231 - 0% JPM US Aggregate Bond Fund 31-12-20",1173,1396,52894.44,52894.44,0.190110826939471,"D ","Obbligazioni e simili          ",50561.795196,37887.2860110307,52894.44,1240,2,NA,NA,NA,NA
"pippo33","O      ","USD",85,"4381454","20201231 - 0% Fortis L-Bd Asia ex Japan 31-12-20",10820.02,13183,11205.55,11205.55,0.218389614806627,"D ","Obbligazioni e simili          ",10711.385245,8026.3233292744,11205.55,1239,2,NA,NA,NA,NA
"pippo33","O      ","USD",135,"596654","20201231 - 0% Parvest US Dollar Bond Fund 31-12-20",37464.26,42969,58008.15,58008.15,0.146933103710043,"D ","Obbligazioni e simili          ",55449.990585,41550.1396748084,58008.15,1236,2,NA,NA,NA,NA
"pippo33","O      ","USD",1230,"IE0030759421","20201231 - 0% Pimco Em Mkts Bond Fund 31-12-20",2437.55,3170,38991,38991,0.300486143873972,"D ","Obbligazioni e simili          ",37271.4969,27928.5151493446,38991,1242,2,NA,NA,NA,NA
"pippo33","O      ","USD",1881,"IE00B05K1Q71","20201231 - 0% Pimco Glob Invt Grade 31-12-20",1176,1506,28327.86,28327.86,0.280612244897959,"D ","Obbligazioni e simili          ",27078.601374,20290.7098345391,28327.86,1241,2,NA,NA,NA,NA
"pippo39","O      ","EUR",1200,"2490099","20201231 - 0% CB-Accent Lux Sicav - Fixed Income EUR 31-12-20",10934.7141203704,11487,137844,137844,0.0505075737280383,"D ","Obbligazioni e simili          ",183957.22762956,137844,192444.0084,825,2,NA,NA,NA,NA
"pippo40","O      ","EUR",700,"2490099","20201231 - 0% CB-Accent Lux Sicav - Fixed Income EUR 31-12-20",10507.6285714286,11487,80409,80409,0.0932057525552863,"D ","Obbligazioni e simili          ",107308.38278391,80409,112259.0049,825,2,NA,NA,NA,NA
"pippo42","O      ","EUR",4300,"2490099","20201231 - 0% CB-Accent Lux Sicav - Fixed Income EUR 31-12-20",10235.2214285714,11487,493941,493941,0.122301073813045,"D ","Obbligazioni e simili          ",659180.06567259,493941,689591.0301,825,2,NA,NA,NA,NA
"pippo46","O      ","USD",5000,"234604","20201231 - 0% Jefferies Umbrella Fund 31-12-20",2022,2168,108400,108400,0.0722057368941642,"D ","Obbligazioni e simili          ",103619.56,77644.8678461428,108400,1219,2,NA,NA,NA,NA
"pippo47","O      ","USD",4e+05,"2782470","20170117 - 6% Brazil 17-01-17",102.1,117.7,470800,470800,0.152791380999021,"D ","Obbligazioni e simili          ",450037.72,337225.12713989,470800,1102,2,NA,NA,NA,NA
"pippo48","O      ","EUR",30000,"10191010","20120520 - 2.125% Societe de Financement 20-05-12",100.4,101.6,30480,30480,0.0119521912350598,"D ","Obbligazioni e simili          ",40676.5350552,30480,42553.128,1228,2,NA,NA,NA,NA
"pippo48","O      ","EUR",20000,"2489028","20110715 - 3.625% Rabo 15-07-11",103.24,101.78,20356,20356,-0.0141418055017435,"D ","Obbligazioni e simili          ",27165.73318844,20356,28419.0116,1161,2,NA,NA,NA,NA
"pippo48","O      ","EUR",30000,"4850773","20111128 - 3.125% Denmark 28-11-11",103.021,102.38,30714,30714,-0.00622203240116093,"D ","Obbligazioni e simili          ",40988.81554086,30714,42879.8154,1190,2,NA,NA,NA,NA
"pippo48","O      ","EUR",30000,"4885696","20111209 - 3.25% Euro Community 09-12-11",103.262,102.5,30750,30750,-0.00737928763727214,"D ","Obbligazioni e simili          ",41036.8586925,30750,42930.075,1162,2,NA,NA,NA,NA
"pippo48","O      ","EUR",30000,"4954269","20120115 - 2.5% Netherlands 15-01-12",101.822,102.17,30651,30651,0.00341772897802040,"D ","Obbligazioni e simili          ",40904.74002549,30651,42791.8611,1227,2,NA,NA,NA,NA
"pippo51","O      ","EUR",1040,"2490099","20201231 - 0% CB-Accent Lux Sicav - Fixed Income EUR 31-12-20",10194.5288461538,11487,119464.8,119464.8,0.126780861906509,"D ","Obbligazioni e simili          ",159429.597278952,119464.8,166784.80728,825,2,NA,NA,NA,NA
"pippo54","O      ","EUR",3460,"2490099","20201231 - 0% CB-Accent Lux Sicav - Fixed Income EUR 31-12-20",10404.8815028902,11487,397450.2,397450.2,0.104001039974289,"D ","Obbligazioni e simili          ",530410.006331898,397450.2,554880.22422,825,2,NA,NA,NA,NA
"pippo54","O      ","EUR",26178.347,"77675euro","20101231 - 0% Credit Suisse Monetario Italia 31-12-10",699.362409892074,749,196075.81903,196075.81903,0.0709754905408568,"D ","Obbligazioni e simili          ",261669.452960986,196075.81903,273741.450947783,90,4,NA,NA,NA,NA
"pippo59","O      ","EUR",10000,"2122570B","20130307 - 0% Commezbk (variabile da 07-03-2007 a 07-03-2013) 07-03-13",99.72,99.3,9930,9930,-0.00421179302045727,"D ","Obbligazioni e simili          ",13251.9026607,9930,13863.273,1060,2,NA,NA,NA,NA
"pippo59","O      ","EUR",2200,"2490099","20201231 - 0% CB-Accent Lux Sicav - Fixed Income EUR 31-12-20",10654.8181818182,11487,252714,252714,0.0781038028036825,"D ","Obbligazioni e simili          ",337254.91732086,252714,352814.0154,825,2,NA,NA,NA,NA
"pippo61","O      ","EUR",1e+05,"10519268","20110908 - 1.5% Sweden 08-09-11",100.3,100.57,100570,134213.8822343,0.00269192422731823,"D ","Obbligazioni e simili          ",134213.8822343,100570,140405.777,1246,2,NA,NA,NA,NA
"pippo61","O      ","USD",20,"218485","20101231 - 0% CS-MMF-USD 31-12-10",299772,304790,60958,58269.7522,0.0167393886020042,"D ","Obbligazioni e simili          ",58269.7522,43663.0613852876,60958,162,4,NA,NA,NA,NA
"pippo61","O      ","EUR",2000,"2490099","20201231 - 0% CB-Accent Lux Sicav - Fixed Income EUR 31-12-20",11303,11487,229740,306595.3793826,0.0162788640184022,"D ","Obbligazioni e simili          ",306595.3793826,229740,320740.014,825,2,NA,NA,NA,NA
"pippo62","O      ","EUR",50000,"10519268","20110908 - 1.5% Sweden 08-09-11",100.3,100.57,50285,67106.94111715,0.00269192422731823,"D ","Obbligazioni e simili          ",67106.94111715,50285,70202.8885,1246,2,NA,NA,NA,NA
"pippo62","O      ","AUD",1e+05,"11426966","20130624 - 5.75% National Australia Bank 24-06-13",100.099,99.17,99170,93412.5725962,-0.00928081199612385,"D ","Obbligazioni e simili          ",93412.5725962,69996.5031158227,97722.118,1430,2,NA,NA,NA,NA
"pippo62","O      ","USD",13,"218485","20101231 - 0% CS-MMF-USD 31-12-10",299772,304790,39622.7,37875.33893,0.0167393886020042,"D ","Obbligazioni e simili          ",37875.33893,28380.9899004369,39622.7,162,4,NA,NA,NA,NA
"pippo62","O      ","EUR",1000,"2490099","20201231 - 0% CB-Accent Lux Sicav - Fixed Income EUR 31-12-20",10927.5,11487,114870,153297.6896913,0.0512010981468771,"D ","Obbligazioni e simili          ",153297.6896913,114870,160370.007,825,2,NA,NA,NA,NA
"pippo65","O      ","EUR",250000,"10191010","20120520 - 2.125% Societe de Financement 20-05-12",100.389,101.6,254000,254000,0.0120630746396519,"D ","Obbligazioni e simili          ",338971.12546,254000,354609.4,1228,2,NA,NA,NA,NA
"pippo65","O      ","EUR",1e+05,"10206935","20111130 - 2.5% E.ON 30-11-11",101.252,101.14,101140,101140,-0.00110615098960998,"D ","Obbligazioni e simili          ",134974.5654686,101140,141201.554,1232,2,NA,NA,NA,NA
"pippo65","O      ","EUR",1e+05,"10264698","20110916 - 2.5% RWE Finance 16-09-11",101.111,100.9,100900,100900,-0.00208681548001699,"D ","Obbligazioni e simili          ",134654.277791,100900,140866.49,1220,2,NA,NA,NA,NA
"pippo65","O      ","GBP",50000,"1187276","20110208 - 5.625% BNG 08-02-11",99.874,101.53,50765,57571.9679822362,0.0165808919238242,"D ","Obbligazioni e simili          ",76831.63299955,57571.9679822362,80376.2245,1083,2,NA,NA,NA,NA
"pippo65","O      ","EUR",5000,"2490099","20201231 - 0% CB-Accent Lux Sicav - Fixed Income EUR 31-12-20",11168.8,11487,574350,574350,0.0284900795071987,"D ","Obbligazioni e simili          ",766488.4484565,574350,801850.035,825,2,NA,NA,NA,NA
"pippo65","O      ","AUD",2e+05,"3763964","20110218 - 7.375% Ned Waterschapsbank 18-02-11",103.61,100.66,201320,142096.359859609,-0.0284721551973748,"D ","Obbligazioni e simili          ",189632.1378952,142096.359859609,198380.728,1247,2,NA,NA,NA,NA
"pippo65","O      ","EUR",250000,"4713332","20101022 - 3.875% KFW 22-10-10",101.6,100.03,250075,250075,-0.0154527559055118,"D ","Obbligazioni e simili          ",333733.08739925,250075,349129.7075,1123,2,NA,NA,NA,NA
"pippo65","O      ","EUR",250000,"4954269","20120115 - 2.5% Netherlands 15-01-12",101.828,102.17,255425,255425,0.00335860470597482,"D ","Obbligazioni e simili          ",340872.83354575,255425,356598.8425,1227,2,NA,NA,NA,NA
"pippo66","O      ","EUR",2e+05,"10519268","20110908 - 1.5% Sweden 08-09-11",100.3,100.57,201140,268427.7644686,0.00269192422731823,"D ","Obbligazioni e simili          ",268427.7644686,201140,280811.554,1246,2,NA,NA,NA,NA
"pippo66","O      ","EUR",1700,"2490099","20201231 - 0% CB-Accent Lux Sicav - Fixed Income EUR 31-12-20",11268,11487,195279,260606.07247521,0.0194355697550586,"D ","Obbligazioni e simili          ",260606.07247521,195279,272629.0119,825,2,NA,NA,NA,NA
"pippo69","O      ","EUR",5e+05,"10519268","20110908 - 1.5% Sweden 08-09-11",100.3,100.57,502850,671069.4111715,0.00269192422731823,"D ","Obbligazioni e simili          ",671069.4111715,502850,702028.885,1246,2,NA,NA,NA,NA
"pippo71","O      ","EUR",50000,"10191010","20120520 - 2.125% Societe de Financement 20-05-12",100.5,101.6,50800,50800,0.0109452736318409,"D ","Obbligazioni e simili          ",67794.225092,50800,70921.88,1228,2,NA,NA,NA,NA
"pippo71","O      ","EUR",2000,"2490099","20201231 - 0% CB-Accent Lux Sicav - Fixed Income EUR 31-12-20",11214,11487,229740,229740,0.0243445692883895,"D ","Obbligazioni e simili          ",306595.3793826,229740,320740.014,825,2,NA,NA,NA,NA
"pippo71","O      ","EUR",50000,"4885696","20111209 - 3.25% Euro Community 09-12-11",103.297,102.5,51250,51250,-0.00771561613599614,"D ","Obbligazioni e simili          ",68394.7644875,51250,71550.125,1162,2,NA,NA,NA,NA
"pippo71","O      ","EUR",50000,"4954269","20120115 - 2.5% Netherlands 15-01-12",101.836,102.17,51085,51085,0.00327978318080047,"D ","Obbligazioni e simili          ",68174.56670915,51085,71319.7685,1227,2,NA,NA,NA,NA
"pippo72","O      ","CHF",700,"1363887","20201231 - 0% Swisscanto MMF 31-12-20",14865,14880,104160,104160,0.00100908173562053,"D ","Obbligazioni e simili          ",104160,78049.8337848012,108965.372946961,1139,2,NA,NA,NA,NA
"pippo72","O      ","CHF",50000,"2165550","20111208 - 1.875% Eurohypo AG 08-12-11",97.5,100.76,50380,50380,0.0334358974358975,"D ","Obbligazioni e simili          ",50380,37751.0620783246,52704.2577675489,1144,2,NA,NA,NA,NA
"pippo72","O      ","EUR",10000,"2285285","20201231 - 0% SGA-Absol.Ret.Str. 31-12-20",99.28,103.51,10351,13813.74062849,0.0426067687348912,"D ","Obbligazioni e simili          ",13813.74062849,10351,14451.0311,1036,2,NA,NA,NA,NA
"pippo72","O      ","CHF",50000,"3378479","20121009 - 3% Nestlé 09-10-12",105,105.05,52525,52525,0.000476190476190519,"D ","Obbligazioni e simili          ",52525,39358.3671231441,54948.2163406214,1145,2,NA,NA,NA,NA
"pippo73","O      ","EUR",4900,"2490099","20201231 - 0% CB-Accent Lux Sicav - Fixed Income EUR 31-12-20",10435.5909090909,11487,562863,562863,0.100752233397072,"D ","Obbligazioni e simili          ",751158.67948737,562863,785813.0343,825,2,NA,NA,NA,NA
"pippo74","O      ","EUR",970,"2490099","20201231 - 0% CB-Accent Lux Sicav - Fixed Income EUR 31-12-20",10264.1503941783,11487,111423.9,111423.9,0.119137927530300,"D ","Obbligazioni e simili          ",148698.759000561,111423.9,155558.90679,825,2,NA,NA,NA,NA
"pippo75","O      ","EUR",170000,"10020736","20120415 - 2.5% EIB 15-04-12",100.809117647059,102.25,173825,173825,0.0142931749287383,"D ","Obbligazioni e simili          ",231975.02316175,173825,242677.0825,1171,2,NA,NA,NA,NA
"pippo75","O      ","EUR",65000,"2122570B","20130307 - 0% Commezbk (variabile da 07-03-2007 a 07-03-2013) 07-03-13",101,99.3,64545,64545,-0.0168316831683168,"D ","Obbligazioni e simili          ",86137.36729455,64545,90111.2745,1060,2,NA,NA,NA,NA
"pippo75","O      ","EUR",7300,"2490099","20201231 - 0% CB-Accent Lux Sicav - Fixed Income EUR 31-12-20",10931.0410958904,11487,838551,838551,0.0508605629813803,"D ","Obbligazioni e simili          ",1119073.13474649,838551,1170701.0511,825,2,NA,NA,NA,NA
"pippo75","O      ","EUR",250000,"2508004","20111015 - 3.625% EIB 15-10-11",103.311,102.68,256700,256700,-0.00610777167968557,"D ","Obbligazioni e simili          ",342574.361833,256700,358378.87,1119,2,NA,NA,NA,NA
"pippo75","O      ","EUR",1e+05,"3014917","20120404 - 4.125% Rabobank 04-04-12",101.92,103.77,103770,103770,0.018151491365777,"D ","Obbligazioni e simili          ",138484.3846023,103770,144873.297,1185,2,NA,NA,NA,NA
"pippo75","O      ","EUR",1e+05,"XS0423888824","20120414 - 4.875% Zurich 14-04-12",100.793,104.18,104180,104180,0.0336035240542498,"D ","Obbligazioni e simili          ",139031.5427182,104180,145445.698,1181,2,NA,NA,NA,NA
"pippo75","O      ","EUR",1e+05,"XS0430329507","20111130 - 2.5% E.ON 30-11-11",100.253,101.14,101140,101140,0.00884761553270219,"D ","Obbligazioni e simili          ",134974.5654686,101140,141201.554,1209,2,NA,NA,NA,NA
"pippo76","O      ","EUR",5e+05,"10094591","20121008 - 3.75% BASF 08-10-12",104.73,104.17,520850,520850,-0.00534708297526976,"D ","Obbligazioni e simili          ",695090.9869915,520850,727158.685,1275,2,NA,NA,NA,NA
"pippo76","O      ","EUR",3e+05,"10264698","20110916 - 2.5% RWE Finance 16-09-11",101.17,100.9,302700,302700,-0.00266877532865473,"D ","Obbligazioni e simili          ",403962.833373,302700,422599.47,1220,2,NA,NA,NA,NA
"pippo76","O      ","EUR",1e+06,"1071440","20101025 - 5.625% BNG 25-10-10",103.39,100.08,1000800,1000800,-0.0320147016152432,"D ","Obbligazioni e simili          ",1335599.615592,1000800,1397216.88,1068,2,NA,NA,NA,NA
"pippo76","O      ","EUR",1e+06,"1095082","20101025 - 5.75% EDF 25-10-10",105.1285,100.24,1002400,1002400,-0.0465002354261689,"D ","Obbligazioni e simili          ",1337734.866776,1002400,1399450.64,1210,2,NA,NA,NA,NA
"pippo76","O      ","EUR",1e+06,"11429971A","20101217 - 1.326% Rabobank Nederland 17-12-10",100.395,100.36,1003600,1003600,-0.00034862293938942,"D ","Obbligazioni e simili          ",1339336.305164,1003600,1401125.96,1568,2,NA,NA,NA,NA
"pippo76","O      ","EUR",5e+05,"1164193","20101208 - 5.5% EUROHYPO 08-12-10",104.69,100.63,503150,503150,-0.0387811634349031,"D ","Obbligazioni e simili          ",671469.7707685,503150,702447.715,984,2,NA,NA,NA,NA
"pippo76","O      ","EUR",1e+06,"1316307","20120203 - 5.25% Toyota Motor Credit 03-02-12",105.665,104.6,1046000,1046000,-0.0100790233284437,"D ","Obbligazioni e simili          ",1395920.46154,1046000,1460320.6,1274,2,NA,NA,NA,NA
"pippo76","O      ","EUR",1e+06,"1564491","20130312 - 4% NED WATER 12-03-13",98.89,105.9,1059000,1059000,0.0708868439680455,"D ","Obbligazioni e simili          ",1413269.37741,1059000,1478469.9,1067,2,NA,NA,NA,NA
"pippo76","O      ","EUR",2e+05,"1598587","20110615 - 4.375% Carrefour 15-06-11",102.85,101.84,203680,203680,-0.00982012639766638,"D ","Obbligazioni e simili          ",271817.4757232,203680,284357.648,1192,2,NA,NA,NA,NA
"pippo76","O      ","EUR",5e+05,"2327673","20120209 - 3.375% Shell Finance 09-02-12",103.6,102.44,512200,512200,-0.0111969111969111,"D ","Obbligazioni e simili          ",683547.285278,512200,715082.42,1273,2,NA,NA,NA,NA
"pippo76","O      ","EUR",5e+05,"2489028","20110715 - 3.625% Rabo 15-07-11",101.62,101.78,508900,508900,0.00157449320999792,"D ","Obbligazioni e simili          ",679143.329711,508900,710475.29,1161,2,NA,NA,NA,NA
"pippo76","O      ","EUR",1e+06,"2781926","20111111 - 4% IBM 11-11-11",103.46,102.59,1025900,1025900,-0.00840904697467615,"D ","Obbligazioni e simili          ",1369096.368541,1025900,1432258.99,1045,2,NA,NA,NA,NA
